41a0c4ce-6aa5-4553-a92a-179f31b2aed2;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;1721;1885;60081;1;1
14f69f35-6b73-43a2-ab83-99d319c50aed;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;1616;549;530;0;1
60d6a63b-9593-4566-8de0-0ff10da63aa4;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;2130;215;591;0;1
f17dbafa-45c7-4db4-80ca-4d0f19bcdac7;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;692;257;443;0;1
c9a0c737-776a-4295-b522-3a450267459a;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;1788;511;46547;1;1
c0a4849d-4923-4810-9665-6debc7672e5b;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;1807;397;62624;1;1
e0238712-7e69-4bfb-9f0e-e31ebb5cca71;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;1211;363;42313;1;1
2d856eb8-4ec6-4613-9368-6a09985107dc;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;908;226;57273;1;1
c894042b-80e6-4cdf-aee9-f277fbcb14c7;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;1020;223;43917;1;1
be534342-4a0d-4a85-af42-2b341487fc47;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;742;283;38431;1;1
935d0ee9-a0df-4321-a3ae-95fff74ff267;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;866;191;34928;1;1
7479b6f8-45bb-4dcc-8cd6-93a656f1cdd4;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;770;137;36048;1;1
a5cff216-47a5-464c-a60c-39d45a9808f5;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;1824;506;39603;1;1
929414b4-9edb-4650-99c5-28e4e3067b32;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;686;254;35620;1;1
3a1ecd41-f39c-4a2a-bcbd-e4b92991810f;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;1081;332;43232;1;1
43b6ec24-bcaf-4165-af0f-efbdac6bdbda;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;1298;492;62235;1;1
66c9ca66-8007-4210-88a6-46fa9d5bebe0;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;2168;745;64709;1;1
f6fabf3a-9a0f-4f54-89cc-35e09dedcdb5;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;1620;269;65017;1;1
6f4ddef6-d81e-4f03-a46a-1bd2b284e8be;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;976;430;49492;1;1
9b14568b-d1c4-43c4-8251-d10eeaef5734;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;586;464;48390;1;1
0486d3a2-fa0d-4352-9c32-733748152cbd;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;1823;249;41287;1;1
